IDX,RegionVal,RegionType,ID,Unemployment Rate,Average Earnings,Percent High School Graduate
1114,Letcher,County,0500000US21133,2.3,33032,74
1115,Lewis,County,0500000US21135,4.2,36505,87
1116,Livingston,County,0500000US21139,4.6,41299,81
1117,Madison,County,0500000US21151,2.3,31577,75
1118,Magoffin,County,0500000US21153,4.2,45000,76
1119,Marion,County,0500000US21155,3.5,33870,85
1120,Menifee,County,0500000US21165,5.8,32873,72
1121,Mercer,County,0500000US21167,3,48227,77
1122,Metcalfe,County,0500000US21169,2.5,41124,74
1123,Morgan,County,0500000US21175,4.7,50040,82
1124,Muhlenberg,County,0500000US21177,3.9,44584,80
1125,Nelson,County,0500000US21179,3.5,41900,84
1126,Calloway,County,0500000US21035,5.4,57956,78
1127,Campbell,County,0500000US21037,4.8,38951,73
1128,Carlisle,County,0500000US21039,2.5,43891,81
1129,Carroll,County,0500000US21041,5.3,42436,76
1130,Casey,County,0500000US21045,2.6,34685,85
1131,Christian,County,0500000US21047,5.9,50648,88
1132,Green,County,0500000US21087,2.4,32705,83
1133,Hancock,County,0500000US21091,5.3,53979,82
1134,Hart,County,0500000US21099,4,32478,72
1135,Henry,County,0500000US21103,5.3,43170,74
1136,Hickman,County,0500000US21105,3,45342,80
1137,Jefferson,County,0500000US21111,3.2,39397,75
1138,Jessamine,County,0500000US21113,5.3,51173,75
1139,Kenton,County,0500000US21117,5,30741,83
1140,Clinton,County,0500000US21053,4,32608,75
1141,Cumberland,County,0500000US21057,2.3,33358,76
1142,Elliott,County,0500000US21063,4.2,31059,82
1143,Fleming,County,0500000US21069,2.9,45923,78
1144,Franklin,County,0500000US21073,4.7,47822,72
1145,Fulton,County,0500000US21075,3.8,52255,85
1146,Gallatin,County,0500000US21077,5.7,33887,88
1147,Grant,County,0500000US21081,5.1,38908,75
1148,Graves,County,0500000US21083,4.2,38656,79
1149,Lee,County,0500000US21129,3.3,45400,75
1150,Lincoln,County,0500000US21137,4.7,39024,88
1151,Logan,County,0500000US21141,3.9,53533,76
1152,Lyon,County,0500000US21143,5.2,54708,80
1153,McCracken,County,0500000US21145,5.3,41532,78
1154,McCreary,County,0500000US21147,4.4,47871,83
1155,McLean,County,0500000US21149,3.1,40284,77
1156,Martin,County,0500000US21159,3.2,56483,74
1157,Bath,County,0500000US21011,3.3,53944,86
1158,Marshall,County,0500000US21157,3.8,49990,83
1159,Mason,County,0500000US21161,5.6,47954,84
1160,Meade,County,0500000US21163,4.5,52686,80
1161,Monroe,County,0500000US21171,2.4,33849,87
1162,Montgomery,County,0500000US21173,4.8,48338,84
1163,Nicholas,County,0500000US21181,4.2,47788,73
1164,Estill,County,0500000US21065,5.4,55568,81
1165,Lawrence,County,0500000US21127,3.2,53163,89
1166,Iberville,County,0500000US22047,5.8,45831,79
1167,Jackson,County,0500000US22049,4.3,31336,83
1168,La Salle,County,0500000US22059,2.3,45795,74
1169,Lincoln,County,0500000US22061,5.2,51920,85
1170,Natchitoches,County,0500000US22069,4.5,40928,76
1171,Ouachita,County,0500000US22073,3.9,52295,76
1172,Rapides,County,0500000US22079,2.8,56366,73
1173,Richland,County,0500000US22083,2.2,47817,79
1174,St. Bernard,County,0500000US22087,3.9,52659,78
1175,St. Charles,County,0500000US22089,4.7,44097,85
1176,St. James,County,0500000US22093,2.5,30616,81
1177,St. John the Baptist,County,0500000US22095,3.7,34999,78
1178,St. Mary,County,0500000US22101,4.4,33317,82
1179,Vernon,County,0500000US22115,3.3,34068,74
1180,West Baton Rouge,County,0500000US22121,5.2,54445,74
1181,West Feliciana,County,0500000US22125,5.4,57801,89
1182,Caldwell,County,0500000US22021,5.8,47284,87
1183,Plaquemines,County,0500000US22075,5.5,44581,88
1184,Webster,County,0500000US22119,4.2,40020,84
1185,Acadia,County,0500000US22001,5.1,49362,79
1186,Allen,County,0500000US22003,4.9,53869,72
1187,Ascension,County,0500000US22005,4.9,30772,89
1188,Assumption,County,0500000US22007,3.9,48208,79
1189,Avoyelles,County,0500000US22009,5.2,34347,85
1190,Bienville,County,0500000US22013,3.2,49286,84
1191,Bossier,County,0500000US22015,2.5,40731,86
1192,Caddo,County,0500000US22017,3.2,53814,83
1193,Catahoula,County,0500000US22025,3.3,38768,85
1194,Concordia,County,0500000US22029,5.9,52624,75
1195,De Soto,County,0500000US22031,3,52740,82
1196,East Baton Rouge,County,0500000US22033,5.6,50092,85
1197,East Carroll,County,0500000US22035,4.4,44278,85
1198,East Feliciana,County,0500000US22037,4.1,52903,82
1199,Evangeline,County,0500000US22039,3.5,37941,72
1200,Franklin,County,0500000US22041,5.5,53773,76
1201,Iberia,County,0500000US22045,5.6,47095,84
1202,Jefferson,County,0500000US22051,2.6,42211,81
1203,Jefferson Davis,County,0500000US22053,5.2,42394,83
1204,Lafayette,County,0500000US22055,4.3,40149,72
1205,Lafourche,County,0500000US22057,2.6,49461,81
1206,Livingston,County,0500000US22063,5.7,54686,73
1207,Madison,County,0500000US22065,4,33418,86
1208,Morehouse,County,0500000US22067,5.3,31906,78
1209,Orleans,County,0500000US22071,3.1,56410,73
1210,Pointe Coupee,County,0500000US22077,4.3,35359,86
1211,Red River,County,0500000US22081,4.7,41602,86
1212,Sabine,County,0500000US22085,2.6,41561,87
1213,St. Helena,County,0500000US22091,2.2,36972,87
1214,St. Landry,County,0500000US22097,5.2,35310,78
1215,St. Martin,County,0500000US22099,4.3,54598,81
1216,St. Tammany,County,0500000US22103,3.1,30432,77
1217,Tangipahoa,County,0500000US22105,3.5,50088,81
1218,Tensas,County,0500000US22107,3.9,49378,75
1219,Terrebonne,County,0500000US22109,5.1,32682,84
1220,Union,County,0500000US22111,5.6,36916,88
1221,Vermilion,County,0500000US22113,2.2,56014,89
1222,Washington,County,0500000US22117,4.4,57714,78
1223,West Carroll,County,0500000US22123,3.7,42480,77
1224,Winn,County,0500000US22127,2.2,33359,76
1225,Beauregard,County,0500000US22011,5.9,38044,85
1226,Calcasieu,County,0500000US22019,4.9,50872,87
1227,Cameron,County,0500000US22023,4.2,34046,84
1228,Claiborne,County,0500000US22027,4.9,57865,80
1229,Grant,County,0500000US22043,4,50419,78
1230,Androscoggin,County,0500000US23001,2.2,57221,87
1231,Aroostook,County,0500000US23003,4.4,41798,74
1232,Cumberland,County,0500000US23005,2.9,45920,85
1233,Franklin,County,0500000US23007,3.8,43877,85
1234,Hancock,County,0500000US23009,4.7,50576,78
1235,Kennebec,County,0500000US23011,5.3,52966,72
1236,Knox,County,0500000US23013,2.3,30163,79
1237,Lincoln,County,0500000US23015,4.2,48080,73
1238,Oxford,County,0500000US23017,4.9,37449,85
1239,Penobscot,County,0500000US23019,4.3,54843,82
1240,Piscataquis,County,0500000US23021,4.2,57714,88
1241,Sagadahoc,County,0500000US23023,5.9,43083,79
1242,Somerset,County,0500000US23025,5.7,33778,80
1243,Waldo,County,0500000US23027,2.6,41294,88
1244,Washington,County,0500000US23029,5.9,43265,88
1245,York,County,0500000US23031,4.9,55775,87
1246,Allegany,County,0500000US24001,4.6,53215,86
1247,Anne Arundel,County,0500000US24003,5.8,41485,75
1248,Baltimore,County,0500000US24005,3.2,31506,77
1249,Calvert,County,0500000US24009,3.7,34932,82
1250,Caroline,County,0500000US24011,4.9,45030,87
1251,Carroll,County,0500000US24013,4.1,54894,80
1252,Cecil,County,0500000US24015,2.3,40487,85
1253,Charles,County,0500000US24017,5.8,36844,83
1254,Dorchester,County,0500000US24019,5.8,55621,74
1255,Frederick,County,0500000US24021,2.3,39810,75
1256,Garrett,County,0500000US24023,3.6,53569,85
1257,Harford,County,0500000US24025,3.1,55809,86
1258,Howard,County,0500000US24027,3.3,53260,76
1259,Kent,County,0500000US24029,2.6,38310,86
1260,Montgomery,County,0500000US24031,2.4,53422,74
1261,Prince George's,County,0500000US24033,4,34780,76
1262,Queen Anne's,County,0500000US24035,3.6,35415,74
1263,St. Mary's,County,0500000US24037,5.3,57725,80
1264,Somerset,County,0500000US24039,3.8,48972,74
1265,Talbot,County,0500000US24041,3.5,32814,74
1266,Washington,County,0500000US24043,5.8,48104,72
1267,Wicomico,County,0500000US24045,4.2,49085,82
1268,Worcester,County,0500000US24047,5.4,56905,84
1269,Baltimore,County,0500000US24510,3.3,33405,85
1270,Barnstable,County,0500000US25001,2.6,42704,83
1271,Berkshire,County,0500000US25003,5,34164,76
1272,Bristol,County,0500000US25005,5,35222,83
1273,Dukes,County,0500000US25007,2.2,34868,85
1274,Essex,County,0500000US25009,5.5,56576,83
1275,Franklin,County,0500000US25011,4.6,39828,76
1276,Hampden,County,0500000US25013,2.5,34496,89
1277,Hampshire,County,0500000US25015,3.7,30133,74
1278,Middlesex,County,0500000US25017,3,35567,87
1279,Nantucket,County,0500000US25019,4.2,51401,83
1280,Norfolk,County,0500000US25021,2.2,32952,84
1281,Plymouth,County,0500000US25023,5.7,38733,74
1282,Suffolk,County,0500000US25025,4.7,54170,89
1283,Worcester,County,0500000US25027,3.2,39904,75
1284,Ionia,County,0500000US26067,5.5,44673,89
1285,Iosco,County,0500000US26069,2.6,37731,81
1286,Iron,County,0500000US26071,5.9,57179,83
1287,Jackson,County,0500000US26075,4,52168,76
1288,Kalamazoo,County,0500000US26077,5.6,37603,75
1289,Kalkaska,County,0500000US26079,3.4,44382,83
1290,Alcona,County,0500000US26001,2.7,41606,76
1291,Alger,County,0500000US26003,2.7,33756,76
1292,Alpena,County,0500000US26007,4.8,50342,79
1293,Baraga,County,0500000US26013,4.2,37082,75
1294,Bay,County,0500000US26017,2.7,47160,72
1295,Charlevoix,County,0500000US26029,2.6,47856,83
1296,Chippewa,County,0500000US26033,4.6,41498,74
1297,Crawford,County,0500000US26039,2.5,50259,74
1298,Delta,County,0500000US26041,5.2,41488,79
1299,Emmet,County,0500000US26047,4.5,44195,73
1300,Grand Traverse,County,0500000US26055,5.7,55497,74
1301,Houghton,County,0500000US26061,2.2,45650,78
1302,Huron,County,0500000US26063,4.3,47343,85
1303,Isabella,County,0500000US26073,5.2,43171,82
1304,Keweenaw,County,0500000US26083,3.8,49396,86
1305,Leelanau,County,0500000US26089,4.9,38957,75
1306,Mackinac,County,0500000US26097,2.6,33521,73
1307,Macomb,County,0500000US26099,5.8,38081,89
1308,Marquette,County,0500000US26103,5.5,36964,89
1309,Mecosta,County,0500000US26107,3.5,33000,87
1310,Menominee,County,0500000US26109,3.5,32265,88
1311,Monroe,County,0500000US26115,3.7,45530,79
1312,Ogemaw,County,0500000US26129,4.1,46695,76
1313,Oscoda,County,0500000US26135,4.1,31434,77
1314,Presque Isle,County,0500000US26141,2.6,30932,89
1315,St. Clair,County,0500000US26147,2.2,50564,84
1316,Wayne,County,0500000US26163,2.7,37107,88
1317,Wexford,County,0500000US26165,5.3,32537,74
1318,Allegan,County,0500000US26005,4.6,51501,75
1319,Antrim,County,0500000US26009,5.6,39126,72
1320,Arenac,County,0500000US26011,5.1,56469,79
1321,Barry,County,0500000US26015,4.3,52639,83
1322,Benzie,County,0500000US26019,5.7,49418,86
1323,Berrien,County,0500000US26021,5,52542,76
1324,Branch,County,0500000US26023,4.2,39074,80
1325,Calhoun,County,0500000US26025,5.5,52209,74
1326,Cass,County,0500000US26027,3.5,33408,79
1327,Cheboygan,County,0500000US26031,5.9,32629,72
1328,Clare,County,0500000US26035,4.7,32184,88
1329,Clinton,County,0500000US26037,5,43484,77
1330,Dickinson,County,0500000US26043,3.7,44349,87
1331,Eaton,County,0500000US26045,4.3,30284,77
1332,Genesee,County,0500000US26049,3.6,38842,73
1333,Gladwin,County,0500000US26051,3,36361,87
1334,Gratiot,County,0500000US26057,5.7,53795,80
1335,Hillsdale,County,0500000US26059,2.9,36303,82
1336,Ingham,County,0500000US26065,4.3,49626,72
1337,Ottawa,County,0500000US26139,4.8,38159,76
1338,Roscommon,County,0500000US26143,5.5,57375,84
1339,Saginaw,County,0500000US26145,2.6,49975,84
1340,St. Joseph,County,0500000US26149,3.4,34134,77
1341,Sanilac,County,0500000US26151,2.9,55406,78
1342,Schoolcraft,County,0500000US26153,3.2,37902,87
1343,Kent,County,0500000US26081,5.5,34242,86
1344,Lake,County,0500000US26085,3.4,44870,72
1345,Lapeer,County,0500000US26087,4.8,43702,86
1346,Lenawee,County,0500000US26091,4.1,47050,81
1347,Livingston,County,0500000US26093,5.2,34105,76
1348,Luce,County,0500000US26095,2.2,56593,72
1349,Manistee,County,0500000US26101,3.3,47829,75
1350,Mason,County,0500000US26105,4.7,52552,82
1351,Midland,County,0500000US26111,5.2,35952,74
1352,Missaukee,County,0500000US26113,5.4,41272,86
1353,Montcalm,County,0500000US26117,2.8,47209,80
1354,Montmorency,County,0500000US26119,4.9,37457,86
1355,Muskegon,County,0500000US26121,3.2,36211,73
1356,Newaygo,County,0500000US26123,3.3,31960,79
1357,Oakland,County,0500000US26125,3.5,48488,76
1358,Oceana,County,0500000US26127,3.8,44497,86
1359,Ontonagon,County,0500000US26131,4.1,41227,87
1360,Osceola,County,0500000US26133,3.4,41197,73
1361,Otsego,County,0500000US26137,4.4,34778,81
1362,Shiawassee,County,0500000US26155,2.7,46328,78
1363,Tuscola,County,0500000US26157,3.5,43009,82
1364,Van Buren,County,0500000US26159,4.7,38193,87
1365,Washtenaw,County,0500000US26161,5,33255,76
1366,Gogebic,County,0500000US26053,3.1,48407,88
1367,Houston,County,0500000US27055,5.5,32212,88
1368,Hubbard,County,0500000US27057,3.3,52360,73
1369,Isanti,County,0500000US27059,2.9,56788,80
1370,Jackson,County,0500000US27063,2.6,50821,79
1371,Kanabec,County,0500000US27065,5.8,44711,88
1372,Kandiyohi,County,0500000US27067,3.1,33832,77
1373,Koochiching,County,0500000US27071,5.3,53101,79
1374,Aitkin,County,0500000US27001,3.3,30461,85
1375,Blue Earth,County,0500000US27013,2.5,53098,77
1376,Brown,County,0500000US27015,4.7,43936,74
1377,Cass,County,0500000US27021,2.2,31231,73
1378,Chippewa,County,0500000US27023,5.5,30937,76
1379,Clay,County,0500000US27027,4.6,43563,81
1380,Cook,County,0500000US27031,4,43952,76
1381,Cottonwood,County,0500000US27033,2.4,34965,89
1382,Grant,County,0500000US27051,2.3,41351,84
1383,Hennepin,County,0500000US27053,3.9,52610,75
1384,Itasca,County,0500000US27061,5.2,43850,86
1385,Kittson,County,0500000US27069,2.2,33788,75
1386,Lac qui Parle,County,0500000US27073,5.3,45220,75
1387,Lake,County,0500000US27075,4.8,45916,75
1388,Lake of the Woods,County,0500000US27077,4.8,45560,83
1389,Lyon,County,0500000US27083,5.1,30569,88
1390,Marshall,County,0500000US27089,3.7,52617,72
1391,Morrison,County,0500000US27097,5.9,56115,84
1392,Nicollet,County,0500000US27103,3.2,45042,76
1393,Norman,County,0500000US27107,3.4,39079,74
1394,Pennington,County,0500000US27113,5.7,54095,86
1395,Polk,County,0500000US27119,4.5,55264,73
1396,Red Lake,County,0500000US27125,5.5,42142,72
1397,Redwood,County,0500000US27127,5.6,46448,88
1398,Renville,County,0500000US27129,5.8,32115,82
1399,St. Louis,County,0500000US27137,3.4,50069,74
1400,Scott,County,0500000US27139,2.3,48863,83
1401,Stearns,County,0500000US27145,2.2,49627,75
1402,Washington,County,0500000US27163,4.1,38134,72
1403,Wilkin,County,0500000US27167,5.6,53145,88
1404,Wright,County,0500000US27171,3.8,33972,84
1405,Yellow Medicine,County,0500000US27173,4,54063,78
1406,Anoka,County,0500000US27003,4.7,32038,89
1407,Becker,County,0500000US27005,4.8,36830,86
1408,Beltrami,County,0500000US27007,3.4,30101,84
1409,Benton,County,0500000US27009,3.4,57668,87
1410,Big Stone,County,0500000US27011,3.9,38923,74
1411,Carlton,County,0500000US27017,4.6,34379,85
1412,Carver,County,0500000US27019,2.8,53010,79
1413,Chisago,County,0500000US27025,2.5,30031,74
1414,Clearwater,County,0500000US27029,5.8,48181,89
1415,Crow Wing,County,0500000US27035,2.4,56706,87
1416,Dakota,County,0500000US27037,3.9,52162,72
1417,Dodge,County,0500000US27039,3.7,35879,80
1418,Douglas,County,0500000US27041,3.9,43295,74
1419,Faribault,County,0500000US27043,4.7,33560,86
1420,Fillmore,County,0500000US27045,4,42855,76
1421,Freeborn,County,0500000US27047,5.4,44892,75
1422,Goodhue,County,0500000US27049,4.8,47372,72
1423,Steele,County,0500000US27147,2.2,30564,88
1424,Stevens,County,0500000US27149,2.9,33972,72
1425,Swift,County,0500000US27151,5.4,37629,73
1426,Todd,County,0500000US27153,5.6,45195,77
1427,Traverse,County,0500000US27155,3.5,54906,87
1428,Wabasha,County,0500000US27157,5,40909,82
1429,Wadena,County,0500000US27159,5.5,55978,74
1430,Watonwan,County,0500000US27165,3.5,45848,74
1431,Le Sueur,County,0500000US27079,4.4,38282,81
1432,Lincoln,County,0500000US27081,4.7,39974,87
1433,McLeod,County,0500000US27085,3,52496,78
1434,Mahnomen,County,0500000US27087,3.9,39116,74
1435,Martin,County,0500000US27091,4.3,55640,80
1436,Meeker,County,0500000US27093,5,55044,86
1437,Mille Lacs,County,0500000US27095,5.3,47703,84
1438,Mower,County,0500000US27099,4.7,42346,88
1439,Murray,County,0500000US27101,2.2,48285,74
1440,Nobles,County,0500000US27105,5.3,39619,77
1441,Olmsted,County,0500000US27109,2.3,54116,84
1442,Otter Tail,County,0500000US27111,3.7,49520,78
1443,Pine,County,0500000US27115,5.1,46285,80
1444,Pipestone,County,0500000US27117,5.2,54618,73
1445,Pope,County,0500000US27121,2.5,49558,85
1446,Ramsey,County,0500000US27123,3.1,54159,88
1447,Rice,County,0500000US27131,3.9,40853,83
1448,Rock,County,0500000US27133,5,32363,87
1449,Roseau,County,0500000US27135,4.6,51041,88
1450,Sherburne,County,0500000US27141,5.1,41518,89
1451,Sibley,County,0500000US27143,4.3,49204,76
1452,Winona,County,0500000US27169,2.8,35741,85
1453,Waseca,County,0500000US27161,3.3,49697,82
1454,Coahoma,County,0500000US28027,3.2,53413,79
1455,Copiah,County,0500000US28029,5.5,41986,83
1456,Covington,County,0500000US28031,5.9,46035,78
1457,Forrest,County,0500000US28035,5,32669,74
1458,Franklin,County,0500000US28037,4.8,48841,82
1459,Greene,County,0500000US28041,4.8,54956,74
1460,Grenada,County,0500000US28043,4.2,46437,78
1461,Hancock,County,0500000US28045,4.7,42988,74
1462,Harrison,County,0500000US28047,2.8,30737,88
1463,Itawamba,County,0500000US28057,4.7,34210,75
1464,Jackson,County,0500000US28059,3.3,55336,81
1465,Jasper,County,0500000US28061,5,34231,82
1466,Jefferson,County,0500000US28063,5.7,50400,75
1467,Jefferson Davis,County,0500000US28065,2.8,32247,76
1468,Kemper,County,0500000US28069,2.3,31232,78
1469,Lafayette,County,0500000US28071,5.2,56771,87
1470,Lamar,County,0500000US28073,5.9,44459,82
1471,Lauderdale,County,0500000US28075,5.9,32155,81
1472,Lawrence,County,0500000US28077,5.7,45905,85
1473,Adams,County,0500000US28001,4.1,32068,82
1474,Alcorn,County,0500000US28003,2.7,56469,85
1475,Attala,County,0500000US28007,3.1,56714,89
1476,Benton,County,0500000US28009,5,30813,86
1477,Bolivar,County,0500000US28011,4,32686,87
1478,Chickasaw,County,0500000US28017,5.3,56741,78
1479,Claiborne,County,0500000US28021,5.8,41334,75
1480,DeSoto,County,0500000US28033,3.3,40250,78
1481,George,County,0500000US28039,3.7,46675,89
1482,Hinds,County,0500000US28049,2.6,41655,74
1483,Holmes,County,0500000US28051,3.6,38166,86
1484,Humphreys,County,0500000US28053,4.4,40365,86
1485,Issaquena,County,0500000US28055,5.2,37262,81
1486,Jones,County,0500000US28067,4.2,47942,83
1487,Leflore,County,0500000US28083,2.8,48008,78
1488,Lowndes,County,0500000US28087,3.4,54080,89
1489,Madison,County,0500000US28089,2.6,57221,82
1490,Neshoba,County,0500000US28099,4.4,37368,85
1491,Pearl River,County,0500000US28109,2.2,46879,83
1492,Rankin,County,0500000US28121,2.6,54271,76
1493,Tate,County,0500000US28137,5.5,57645,87
1494,Tunica,County,0500000US28143,5,56563,85
1495,Warren,County,0500000US28149,2.7,41827,74
1496,Washington,County,0500000US28151,5.9,41952,81
1497,Wilkinson,County,0500000US28157,2.6,40324,72
1498,Winston,County,0500000US28159,3.2,53278,75
1499,Yazoo,County,0500000US28163,5.3,54633,86
1500,Amite,County,0500000US28005,5.5,35593,76
1501,Calhoun,County,0500000US28013,2.9,52397,81
1502,Carroll,County,0500000US28015,3.4,43822,79
1503,Choctaw,County,0500000US28019,4.4,46182,89
1504,Clarke,County,0500000US28023,5,44868,81
1505,Clay,County,0500000US28025,2.9,48539,78
1506,Montgomery,County,0500000US28097,4,37102,87
1507,Newton,County,0500000US28101,2.3,38460,76
1508,Noxubee,County,0500000US28103,4.8,51006,84
1509,Oktibbeha,County,0500000US28105,5.8,36277,82
1510,Panola,County,0500000US28107,4.6,32466,82
1511,Perry,County,0500000US28111,2.2,46601,80
1512,Pike,County,0500000US28113,2.2,32802,85
1513,Pontotoc,County,0500000US28115,5.7,41932,85
1514,Prentiss,County,0500000US28117,2.7,56613,77
1515,Quitman,County,0500000US28119,4.8,50056,84
1516,Scott,County,0500000US28123,3.7,31484,73
1517,Union,County,0500000US28145,3.7,44967,75
1518,Walthall,County,0500000US28147,3.2,43768,79
1519,Wayne,County,0500000US28153,2.7,49363,73
1520,Webster,County,0500000US28155,3.6,34921,83
1521,Yalobusha,County,0500000US28161,3.1,41429,74
1522,Smith,County,0500000US28129,3.3,39736,86
1523,Sharkey,County,0500000US28125,2.8,34320,74
1524,Simpson,County,0500000US28127,2.6,41969,77
1525,Stone,County,0500000US28131,3.1,43734,73
1526,Sunflower,County,0500000US28133,4.6,52457,78
1527,Tallahatchie,County,0500000US28135,4.4,41758,78
1528,Tippah,County,0500000US28139,2.2,49000,83
1529,Tishomingo,County,0500000US28141,5,43492,74
1530,Leake,County,0500000US28079,5.3,45849,86
1531,Lee,County,0500000US28081,3.8,44986,86
1532,Lincoln,County,0500000US28085,4.2,38753,78
1533,Marion,County,0500000US28091,5.9,33483,72
1534,Marshall,County,0500000US28093,2.8,39507,82
1535,Monroe,County,0500000US28095,3.6,42120,86
1536,Cooper,County,0500000US29053,3.7,40977,87
1537,Crawford,County,0500000US29055,5.1,38108,83
1538,Dallas,County,0500000US29059,2.2,50747,89
1539,Daviess,County,0500000US29061,4.7,57101,87
1540,DeKalb,County,0500000US29063,2.4,49792,78
1541,Dent,County,0500000US29065,5.7,37962,83
1542,Douglas,County,0500000US29067,2.8,50840,79
1543,Franklin,County,0500000US29071,4.4,34461,79
1544,Adair,County,0500000US29001,5.8,56489,72
1545,Bates,County,0500000US29013,4.7,40573,86
1546,Bollinger,County,0500000US29017,5.2,54100,76
1547,Butler,County,0500000US29023,4.8,31515,86
1548,Callaway,County,0500000US29027,3.3,37197,89
1549,Camden,County,0500000US29029,3.6,39128,81
1550,Cape Girardeau,County,0500000US29031,5.8,40579,75
1551,Carroll,County,0500000US29033,4.7,51380,79
1552,Chariton,County,0500000US29041,3.1,32469,75
1553,Dade,County,0500000US29057,3.6,49111,77
1554,Dunklin,County,0500000US29069,4,35072,76
1555,Gentry,County,0500000US29075,4.6,40359,83
1556,Holt,County,0500000US29087,3.7,43124,79
1557,Jackson,County,0500000US29095,2.9,41638,80
1558,Jefferson,County,0500000US29099,4.6,54156,86
1559,Knox,County,0500000US29103,4.4,49519,75
1560,Linn,County,0500000US29115,4.6,37132,89
1561,Monroe,County,0500000US29137,2.4,54932,78
1562,New Madrid,County,0500000US29143,5.7,51994,86
1563,Perry,County,0500000US29157,4.2,32856,88
1564,Polk,County,0500000US29167,4.2,48615,78
1565,Putnam,County,0500000US29171,3.5,38195,80
1566,St. Charles,County,0500000US29183,5.3,54356,82
1567,St. Clair,County,0500000US29185,5.9,42543,78
1568,St. Louis,County,0500000US29189,4.4,46614,82
1569,Saline,County,0500000US29195,2.5,50683,88
1570,Scotland,County,0500000US29199,5.7,48257,89
1571,Stoddard,County,0500000US29207,3.8,32331,89
1572,Webster,County,0500000US29225,3.1,40286,85
1573,Andrew,County,0500000US29003,3.5,33254,77
1574,Atchison,County,0500000US29005,4.9,52285,83
1575,Audrain,County,0500000US29007,4.2,35146,89
1576,Barry,County,0500000US29009,3.2,40761,76
1577,Barton,County,0500000US29011,3.3,47076,77
1578,Benton,County,0500000US29015,2.3,50584,83
1579,Boone,County,0500000US29019,5.8,46051,78
1580,Buchanan,County,0500000US29021,5.9,53634,83
1581,Caldwell,County,0500000US29025,2.7,42784,74
1582,Carter,County,0500000US29035,5.6,50054,85
1583,Cass,County,0500000US29037,4.1,55773,85
1584,Cedar,County,0500000US29039,4.3,45564,74
1585,Christian,County,0500000US29043,5.7,55557,83
1586,Clark,County,0500000US29045,3.4,37672,79
1587,Clay,County,0500000US29047,5.3,36634,72
1588,Clinton,County,0500000US29049,3,42919,85
1589,Cole,County,0500000US29051,2.4,38945,77
1590,Marion,County,0500000US29127,4.4,35790,88
1591,Mercer,County,0500000US29129,3,38851,80
1592,Miller,County,0500000US29131,3.9,33157,88
1593,Mississippi,County,0500000US29133,3.2,44061,80
1594,Moniteau,County,0500000US29135,3.3,32787,81
1595,Montgomery,County,0500000US29139,3,51401,74
1596,Gasconade,County,0500000US29073,3,42766,80
1597,Greene,County,0500000US29077,2.7,53149,87
1598,Grundy,County,0500000US29079,4.7,43925,85
1599,Harrison,County,0500000US29081,5.6,39616,79
1600,Henry,County,0500000US29083,4.1,49511,87
1601,Hickory,County,0500000US29085,2.4,45219,77
1602,Howard,County,0500000US29089,5.1,31446,84
1603,Howell,County,0500000US29091,4.1,37275,79
1604,Iron,County,0500000US29093,4.5,46520,76
1605,Jasper,County,0500000US29097,5.4,34580,75
1606,Johnson,County,0500000US29101,4.8,52472,79
1607,Laclede,County,0500000US29105,5.7,45848,89
1608,Lafayette,County,0500000US29107,2.4,39108,83
1609,Lawrence,County,0500000US29109,2.2,48172,72
1610,Lewis,County,0500000US29111,5.6,33259,72
1611,Lincoln,County,0500000US29113,4.7,39095,80
1612,Livingston,County,0500000US29117,5.2,57171,76
1613,McDonald,County,0500000US29119,4.3,31300,85
1614,Macon,County,0500000US29121,5.1,52242,72
1615,Madison,County,0500000US29123,3,50449,73
1616,Maries,County,0500000US29125,2.2,37320,86
1617,Schuyler,County,0500000US29197,5.3,56611,83
1618,Scott,County,0500000US29201,3.8,46641,78
1619,Shannon,County,0500000US29203,3.8,57115,74
1620,Shelby,County,0500000US29205,5.8,32402,74
1621,Stone,County,0500000US29209,5.5,52022,72
1622,Sullivan,County,0500000US29211,4.1,30920,76
1623,Taney,County,0500000US29213,4.3,30002,79
1624,Texas,County,0500000US29215,2.4,38454,85
1625,Morgan,County,0500000US29141,3,48366,78
1626,Newton,County,0500000US29145,4.4,44027,87
1627,Nodaway,County,0500000US29147,4.1,53674,81
1628,Oregon,County,0500000US29149,2.7,52367,83
1629,Osage,County,0500000US29151,2.3,43988,74
1630,Ozark,County,0500000US29153,3.1,57800,86
1631,Pemiscot,County,0500000US29155,5.5,53499,83
1632,Pettis,County,0500000US29159,2.5,43396,85
1633,Phelps,County,0500000US29161,5.7,33640,78
1634,Pike,County,0500000US29163,4.1,36569,87
1635,Platte,County,0500000US29165,4.5,55448,78
1636,Pulaski,County,0500000US29169,5.3,56887,76
1637,Ralls,County,0500000US29173,3.5,51221,83
1638,Randolph,County,0500000US29175,4.4,40239,77
1639,Ray,County,0500000US29177,5.8,37603,77
1640,Reynolds,County,0500000US29179,4.9,55963,85
1641,Ripley,County,0500000US29181,3.6,41383,79
1642,Ste. Genevieve,County,0500000US29186,3.1,43284,87
1643,St. Francois,County,0500000US29187,2.4,38887,82
1644,St. Louis,County,0500000US29510,5.2,51591,78
1645,Vernon,County,0500000US29217,5.8,39438,74
1646,Warren,County,0500000US29219,5.3,45498,82
1647,Washington,County,0500000US29221,3.1,33557,88
