Code,Longitude,Latitude,County,State,City,Name,ID2,ID,Depart,
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,3918.5,3919,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3919,3919,1,0
SGF,-93.38685806,37.24432611,USA,MO,Springfield,Springfield-Branson Regional,3919.5,3920,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3920,3920,1,0
SHV,-93.82559833,32.4466275,USA,LA,Shreveport,Shreveport Regional,3920.5,3921,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3921,3921,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3921.5,3922,0,0
SJC,-121.9290089,37.36186194,USA,CA,San Jose,San Jose International,3922,3922,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3922.5,3923,0,0
SJU,-66.00183333,18.43941667,USA,PR,San Juan,Luis Munoz Marin International,3923,3923,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3923.5,3924,0,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,3924,3924,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3924.5,3925,0,0
SMF,-121.5907669,38.69542167,USA,CA,Sacramento,Sacramento International,3925,3925,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3925.5,3926,0,0
SNA,-117.8682225,33.67565861,USA,CA,Santa Ana,John Wayne /Orange Co,3926,3926,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3926.5,3927,0,0
SPI,-89.67761861,39.84395194,USA,IL,Springfield,Capital,3927,3927,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3927.5,3928,0,0
STL,-90.35998972,38.74768694,USA,MO,St Louis,Lambert-St Louis International,3928,3928,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3928.5,3929,0,0
STT,-64.97336111,18.33730556,USA,VI,Charlotte Amalie,Cyril E. King,3929,3929,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3929.5,3930,0,0
SYR,-76.10631056,43.11118694,USA,NY,Syracuse,Syracuse-Hancock Intl,3930,3930,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3930.5,3931,0,0
TOL,-83.80783333,41.58680556,USA,OH,Toledo,Toledo Express,3931,3931,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3931.5,3932,0,0
TPA,-82.53325,27.97547222,USA,FL,Tampa,Tampa International,3932,3932,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3932.5,3933,0,0
TUL,-95.88824167,36.19837222,USA,OK,Tulsa,Tulsa International,3933,3933,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3933.5,3934,0,0
TUS,-110.9410278,32.11608333,USA,AZ,Tucson,Tucson International,3934,3934,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3934.5,3935,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3935,3935,1,0
TYS,-83.99285583,35.81248722,USA,TN,Knoxville,McGhee-Tyson,3935.5,3936,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3936,3936,1,0
VPS,-86.5254,30.48325,USA,FL,Valparaiso,Eglin Air Force Base,3936.5,3937,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3937,3937,1,0
XNA,-94.30681111,36.28186944,USA,AR,Fayetteville/Springdale/Rogers,Northwest Arkansas Regional,3937.5,3938,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3938,3938,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,3938.5,3939,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3939,3939,1,0
BDL,-72.68322833,41.93887417,USA,CT,Windsor Locks,Bradley International,3939.5,3940,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3940,3940,1,0
BNA,-86.67818222,36.12447667,USA,TN,Nashville,Nashville International,3940.5,3941,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3941,3941,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3941.5,3942,0,0
BOI,-116.2227778,43.56444444,USA,ID,Boise,Boise Air Terminal,3942,3942,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3942.5,3943,0,0
BOS,-71.00517917,42.3643475,USA,MA,Boston,Gen Edw L Logan Intl,3943,3943,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3943.5,3944,0,0
BWI,-76.66819833,39.17540167,USA,MD,Baltimore,Baltimore-Washington International,3944,3944,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3944.5,3945,0,0
CLE,-81.84939667,41.41089417,USA,OH,Cleveland,Cleveland-Hopkins Intl,3945,3945,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3945.5,3946,0,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,3946,3946,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3946.5,3947,0,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,3947,3947,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3947.5,3948,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,3948,3948,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3948.5,3949,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,3949,3949,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3949.5,3950,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,3950,3950,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3950.5,3951,0,0
IAD,-77.45580972,38.94453194,USA,VA,Chantilly,Washington Dulles International,3951,3951,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3951.5,3952,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,3952,3952,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3952.5,3953,0,0
JAX,-81.68786111,30.49405556,USA,FL,Jacksonville,Jacksonville International,3953,3953,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3953.5,3954,0,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,3954,3954,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3954.5,3955,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3955,3955,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3955.5,3956,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3956,3956,1,0
MDW,-87.75242444,41.7859825,USA,IL,Chicago,Chicago Midway,3956.5,3957,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3957,3957,1,0
MEM,-89.97666667,35.04241667,USA,TN,Memphis,Memphis International,3957.5,3958,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3958,3958,1,0
MIA,-80.29055556,25.79325,USA,FL,Miami,Miami International,3958.5,3959,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3959,3959,1,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,3959.5,3960,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3960,3960,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3960.5,3961,0,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3961,3961,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3961.5,3962,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3962,3962,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3962.5,3963,0,0
SAV,-81.20213889,32.12758333,USA,GA,Savannah,Savannah International,3963,3963,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3963.5,3964,0,0
TPA,-82.53325,27.97547222,USA,FL,Tampa,Tampa International,3964,3964,1,0
OTH,-124.2460278,43.41713889,USA,OR,North Bend,North Bend Muni,3964.5,3965,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,3965,3965,1,0
OTH,-124.2460278,43.41713889,USA,OR,North Bend,North Bend Muni,3965.5,3966,0,0
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,3966,3966,1,0
OTZ,-162.5985497,66.88467694,USA,AK,Kotzebue,Ralph Wien Memorial,3966.5,3967,0,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,3967,3967,1,0
OTZ,-162.5985497,66.88467694,USA,AK,Kotzebue,Ralph Wien Memorial,3967.5,3968,0,0
OME,-165.4452458,64.51220222,USA,AK,Nome,Nome,3968,3968,1,0
OXR,-119.2072164,34.20080083,USA,CA,Oxnard,Oxnard,3968.5,3969,0,0
LAX,-118.4080744,33.94253611,USA,CA,Los Angeles,Los Angeles International,3969,3969,1,0
OXR,-119.2072164,34.20080083,USA,CA,Oxnard,Oxnard,3969.5,3970,0,0
PSP,-116.5062531,33.82921556,USA,CA,Palm Springs,Palm Springs International,3970,3970,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3970.5,3971,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,3971,3971,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3971.5,3972,0,0
BDL,-72.68322833,41.93887417,USA,CT,Windsor Locks,Bradley International,3972,3972,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3972.5,3973,0,0
BOS,-71.00517917,42.3643475,USA,MA,Boston,Gen Edw L Logan Intl,3973,3973,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3973.5,3974,0,0
BWI,-76.66819833,39.17540167,USA,MD,Baltimore,Baltimore-Washington International,3974,3974,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3974.5,3975,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3975,3975,1,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,3975.5,3976,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3976,3976,1,0
CMH,-82.89188278,39.99798528,USA,OH,Columbus,Port Columbus Intl,3976.5,3977,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3977,3977,1,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,3977.5,3978,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3978,3978,1,0
DCA,-77.03772222,38.85208333,USA,VA,Arlington,Ronald Reagan Washington National,3978.5,3979,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3979,3979,1,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,3979.5,3980,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3980,3980,1,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,3980.5,3981,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3981,3981,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3981.5,3982,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,3982,3982,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3982.5,3983,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,3983,3983,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3983.5,3984,0,0
HPN,-73.70757444,41.06695778,USA,NY,White Plains,Westchester Cty,3984,3984,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3984.5,3985,0,0
IAD,-77.45580972,38.94453194,USA,VA,Chantilly,Washington Dulles International,3985,3985,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3985.5,3986,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,3986,3986,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3986.5,3987,0,0
ISP,-73.10021194,40.7952425,USA,NY,Islip,Long Island - MacArthur,3987,3987,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3987.5,3988,0,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,3988,3988,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3988.5,3989,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,3989,3989,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3989.5,3990,0,0
LGA,-73.87260917,40.77724306,USA,NY,New York,LaGuardia,3990,3990,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3990.5,3991,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3991,3991,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3991.5,3992,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,3992,3992,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3992.5,3993,0,0
PIT,-80.23287083,40.49146583,USA,PA,Pittsburgh,Pittsburgh International,3993,3993,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3993.5,3994,0,0
SWF,-74.10483833,41.50409361,USA,NY,Newburgh,Stewart,3994,3994,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3994.5,3995,0,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3995,3995,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,3995.5,3996,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,3996,3996,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,3996.5,3997,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,3997,3997,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,3997.5,3998,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,3998,3998,1,0
BOI,-116.2227778,43.56444444,USA,ID,Boise,Boise Air Terminal,3998.5,3999,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,3999,3999,1,0
BOS,-71.00517917,42.3643475,USA,MA,Boston,Gen Edw L Logan Intl,3999.5,4000,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4000,4000,1,0
BUR,-118.3584969,34.20061917,USA,CA,Burbank,Burbank-Glendale-Pasadena,4000.5,4001,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4001,4001,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4001.5,4002,0,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,4002,4002,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4002.5,4003,0,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,4003,4003,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4003.5,4004,0,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,4004,4004,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4004.5,4005,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,4005,4005,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4005.5,4006,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,4006,4006,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4006.5,4007,0,0
EUG,-123.2186856,44.12326,USA,OR,Eugene,Mahlon Sweet,4007,4007,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4007.5,4008,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,4008,4008,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4008.5,4009,0,0
GEG,-117.5338425,47.61985556,USA,WA,Spokane,Spokane Intl,4009,4009,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4009.5,4010,0,0
HNL,-157.9224072,21.31869111,USA,HI,Honolulu,Honolulu International,4010,4010,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4010.5,4011,0,0
IAD,-77.45580972,38.94453194,USA,VA,Chantilly,Washington Dulles International,4011,4011,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4011.5,4012,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,4012,4012,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4012.5,4013,0,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,4013,4013,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4013.5,4014,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,4014,4014,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4014.5,4015,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4015,4015,1,0
LGB,-118.1516111,33.81772222,USA,CA,Long Beach,Long Beach (Daugherty),4015.5,4016,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4016,4016,1,0
LMT,-121.7332081,42.15614361,USA,OR,Klamath Falls,Klamath Falls International,4016.5,4017,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4017,4017,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,4017.5,4018,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4018,4018,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,4018.5,4019,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4019,4019,1,0
MDW,-87.75242444,41.7859825,USA,IL,Chicago,Chicago Midway,4019.5,4020,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4020,4020,1,0
MFR,-122.8734978,42.37422778,USA,OR,Medford,Rogue Valley International,4020.5,4021,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4021,4021,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4021.5,4022,0,0
MSN,-89.33751361,43.13985778,USA,WI,Madison,Dane County Regional,4022,4022,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4022.5,4023,0,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,4023,4023,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4023.5,4024,0,0
OAK,-122.2207167,37.72129083,USA,CA,Oakland,Metropolitan Oakland International,4024,4024,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4024.5,4025,0,0
OGG,-156.4304578,20.89864972,USA,HI,Kahului,Kahului,4025,4025,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4025.5,4026,0,0
ONT,-117.6011944,34.056,USA,CA,Ontario,Ontario International,4026,4026,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4026.5,4027,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,4027,4027,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4027.5,4028,0,0
OTH,-124.2460278,43.41713889,USA,OR,North Bend,North Bend Muni,4028,4028,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4028.5,4029,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4029,4029,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4029.5,4030,0,0
PHX,-112.0080556,33.43416667,USA,AZ,Phoenix,Phoenix Sky Harbor International,4030,4030,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4030.5,4031,0,0
PSP,-116.5062531,33.82921556,USA,CA,Palm Springs,Palm Springs International,4031,4031,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4031.5,4032,0,0
RDM,-121.1499633,44.25406722,USA,OR,Redmond,Roberts,4032,4032,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4032.5,4033,0,0
RNO,-119.7680647,39.49857611,USA,NV,Reno,Reno/Tahoe International,4033,4033,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4033.5,4034,0,0
SAN,-117.1896567,32.73355611,USA,CA,San Diego,San Diego International-Lindbergh,4034,4034,1,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4034.5,4035,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4035,4035,1,0
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,4035.5,4036,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4036,4036,1,0
SJC,-121.9290089,37.36186194,USA,CA,San Jose,San Jose International,4036.5,4037,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4037,4037,1,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,4037.5,4038,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4038,4038,1,0
SMF,-121.5907669,38.69542167,USA,CA,Sacramento,Sacramento International,4038.5,4039,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4039,4039,1,0
SNA,-117.8682225,33.67565861,USA,CA,Santa Ana,John Wayne /Orange Co,4039.5,4040,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,4040,4040,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,4040.5,4041,0,0
PFN,-85.68280556,30.21208333,USA,FL,Panama City,Panama City-Bay County International,4041,4041,1,0
PFN,-85.68280556,30.21208333,USA,FL,Panama City,Panama City-Bay County International,4041.5,4042,0,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,4042,4042,1,0
PFN,-85.68280556,30.21208333,USA,FL,Panama City,Panama City-Bay County International,4042.5,4043,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,4043,4043,1,0
PFN,-85.68280556,30.21208333,USA,FL,Panama City,Panama City-Bay County International,4043.5,4044,0,0
MEM,-89.97666667,35.04241667,USA,TN,Memphis,Memphis International,4044,4044,1,0
PHF,-76.4929875,37.13189556,USA,VA,Newport News,Newport News/Williamsburg International,4044.5,4045,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,4045,4045,1,0
PHF,-76.4929875,37.13189556,USA,VA,Newport News,Newport News/Williamsburg International,4045.5,4046,0,0
BOS,-71.00517917,42.3643475,USA,MA,Boston,Gen Edw L Logan Intl,4046,4046,1,0
PHF,-76.4929875,37.13189556,USA,VA,Newport News,Newport News/Williamsburg International,4046.5,4047,0,0
FLL,-80.15275,26.07258333,USA,FL,Ft. Lauderdale,Fort Lauderdale-Hollywood Int'l,4047,4047,1,0
PHF,-76.4929875,37.13189556,USA,VA,Newport News,Newport News/Williamsburg International,4047.5,4048,0,0
LGA,-73.87260917,40.77724306,USA,NY,New York,LaGuardia,4048,4048,1,0
PHF,-76.4929875,37.13189556,USA,VA,Newport News,Newport News/Williamsburg International,4048.5,4049,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,4049,4049,1,0
PHF,-76.4929875,37.13189556,USA,VA,Newport News,Newport News/Williamsburg International,4049.5,4050,0,0
TPA,-82.53325,27.97547222,USA,FL,Tampa,Tampa International,4050,4050,1,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4050.5,4051,0,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,4051,4051,1,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4051.5,4052,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,4052,4052,1,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4052.5,4053,0,0
ATW,-88.51947556,44.25740806,USA,WI,Appleton,Outagamie County Regional,4053,4053,1,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4053.5,4054,0,0
AUS,-97.66987194,30.19453278,USA,TX,Austin,Austin-Bergstrom International,4054,4054,1,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4054.5,4055,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4055,4055,1,0
BDL,-72.68322833,41.93887417,USA,CT,Windsor Locks,Bradley International,4055.5,4056,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4056,4056,1,0
BNA,-86.67818222,36.12447667,USA,TN,Nashville,Nashville International,4056.5,4057,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4057,4057,1,0
BOS,-71.00517917,42.3643475,USA,MA,Boston,Gen Edw L Logan Intl,4057.5,4058,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4058,4058,1,0
BUF,-78.73216667,42.94052472,USA,NY,Buffalo,Buffalo Niagara Intl,4058.5,4059,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4059,4059,1,0
BWI,-76.66819833,39.17540167,USA,MD,Baltimore,Baltimore-Washington International,4059.5,4060,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4060,4060,1,0
CLE,-81.84939667,41.41089417,USA,OH,Cleveland,Cleveland-Hopkins Intl,4060.5,4061,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4061,4061,1,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,4061.5,4062,0,0
